name,rating,fields,employee_counts,company_types,ages,locations
Tractors and Farm Equipment,4.1,Automobile,5k-10k Employees,Public,63 years old,Chennai +147 more
Nestle,4.1,Food Processing,5k-10k Employees,Public,64 years old,Vevey +207 more
Blue Dart Express,4.1,Logistics,10k-50k Employees,Public,40 years old,Mumbai +223 more
Fortis Healthcare,4.0,Healthcare,5k-10k Employees,Public,27 years old,Gurgaon/Gurugram +55 more
HDFC Sales,4.0,Financial Services,10k-50k Employees,19 years old,Mumbai +255 more,
State Street Corporation,3.8,Financial Services,10k-50k Employees,Forbes Global 2000,231 years old,Boston +14 more
Societe Generale,3.9,Financial Services,1k-5k Employees,23 years old,Bangalore/Bengaluru +13 more,
Fiserv,3.7,FinTech,5k-10k Employees,Forbes Global 2000,39 years old,Brookfield +28 more
Ola Cabs,3.5,Internet,1k-5k Employees,Indian Unicorn,13 years old,Bangalore +91 more
Nokia,4.2,Hardware & Networking,10k-50k Employees,Forbes Global 2000,158 years old,Espoo +143 more
I Process Services,3.9,Recruitment,1k-5k Employees,18 years old,Mumbai +253 more,
EY Global Delivery Services ( EY GDS),3.8,Accounting & Auditing,50k-1 Lakh Employees,21 years old,Bangalore/Bengaluru +32 more,
BlackBuck,3.8,Logistics,1k-5k Employees,Indian Unicorn,8 years old,Bangalore +273 more
ElasticRun,3.4,Logistics,1k-5k Employees,Indian Unicorn,7 years old,Pune +310 more
UNO Minda,4.0,Auto Components,201-500 Employees,Fortune India 500,65 years old,Gurgaon +79 more
Lifestyle,4.4,Retail,10k-50k Employees,Fortune India 500,24 years old,Bangalore/Bengaluru +105 more
Voltas,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,69 years old,Mumbai +156 more
The Himalaya Drug Company,4.1,Pharma,5k-10k Employees,93 years old,San Francisco +180 more,
Micro Labs,3.6,Pharma,10k-50k Employees,50 years old,Bangalore/Bengaluru +108 more,
Extramarks Education,3.5,EdTech,1k-5k Employees,16 years old,Noida +98 more,
Future Retail,4.3,Retail,10k-50k Employees,Public,36 years old,San Francisco +194 more
Britannia,4.1,Food Processing,1k-5k Employees,Public,131 years old,Reading +206 more
Johnson Controls,3.3,Industrial Automation,5k-10k Employees,Public,28 years old,Cork +44 more
Eureka Forbes,3.9,Consumer Electronics & Appliances,1k-5k Employees,41 years old,Mumbai +155 more,
Radisson Hotels,3.9,Hospitality,10k-50k Employees,114 years old,Minnetonka +96 more,
Exide Industries,3.5,Auto Components,5k-10k Employees,Public,76 years old,Kolkata +172 more
RSPL Group,4.1,FMCG,1k-5k Employees,36 years old,Mumbai +154 more,
TVS Supply Chain Solutions,3.9,Logistics,1k-5k Employees,127 years old,Chennai +119 more,
JMC Projects,4.2,Engineering & Construction,1k-5k Employees,Public,41 years old,Mumbai +112 more
G4S,4.0,Law Enforcement & Security,1 Lakh+ Employees,27 years old,Gurgaon/Gurugram +117 more,
Aditya Birla Group,4.1,Retail,10k-50k Employees,Conglomerate,166 years old,Mumbai +211 more
PepsiCo,4.1,Food Processing,1k-5k Employees,Forbes Global 2000,34 years old,Harrison +194 more
Rivigo,3.9,Internet,1k-5k Employees,Indian Unicorn,9 years old,Gurgaon +147 more
Grasim Industries,4.0,Building Material,10k-50k Employees,Public,76 years old,Nagda +73 more
Croma,4.1,Retail,1k-5k Employees,17 years old,Mumbai +124 more,
TVS Credit,4.3,NBFC,10k-50k Employees,Public,15 years old,Chennai +247 more
Ajanta Pharma,4.0,Pharma,5k-10k Employees,Public,50 years old,Mumbai +90 more
Tata Teleservices,4.1,Telecom,201-500 Employees,Public,27 years old,Mumbai +145 more
Sterlite Technologies,3.8,Hardware & Networking,1k-5k Employees,Public,35 years old,Pune +67 more
Shree Cement,4.0,Building Material,5k-10k Employees,Public,44 years old,Kolkata +166 more
ACT Fibernet,4.1,Telecom,5k-10k Employees,15 years old,Bengaluru/Bangalore +40 more,
R.R. Donnelley,4.1,BPO,5k-10k Employees,159 years old,Chicago +14 more,
Nokia Networks,4.3,Telecom,10k-50k Employees,Chennai +80 more,,
Dalmia Bharat Cement,4.1,Building Material,5k-10k Employees,Public,88 years old,Delhi/NCR +174 more
Blue Star,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,80 years old,Mumbai +122 more
Life Insurance Corporation of India,4.3,Insurance,1 Lakh+ Employees,Fortune India 500,67 years old,Mumbai +391 more
Delhi Public School,3.8,Education & Training,1k-5k Employees,Public,25 years old,Greater Noida +225 more
Cholamandalam MS General Insurance,3.9,Insurance,1k-5k Employees,22 years old,Chennai +309 more,
Sonalika Tractors,3.7,Automobile,1k-5k Employees,54 years old,Hoshiarpur +134 more,
IKS Health,3.6,Healthcare,5k-10k Employees,16 years old,Mumbai +13 more,
Pfizer,4.1,Pharma,5k-10k Employees,Public,19 years old,Chennai +107 more
Emcure Pharmaceuticals,3.8,Pharma,5k-10k Employees,Fortune India 500,42 years old,Pune +85 more
Yazaki,3.8,Auto Components,10k-50k Employees,82 years old,Tokyo +55 more,
XpressBees,3.8,Logistics,5k-10k Employees,Indian Unicorn,8 years old,Pune +205 more
Zomato,3.7,Internet,1k-5k Employees,Public,15 years old,Gurgaon +157 more
Samsung Electronics,4.1,Noida +186 more,,,,
Renault-Nissan,4.1,Automobile,10k-50k Employees,16 years old,Chennai +70 more,
Barclays,4.0,Banking,10k-50k Employees,Forbes Global 2000,333 years old,London +25 more
Mahindra Logistics,4.1,Logistics,1k-5k Employees,Public,23 years old,Mumbai +110 more
Datamatics Global Services,3.6,IT Services & Consulting,5k-10k Employees,Public,48 years old,Mumbai +23 more
Indus Towers,4.0,Telecom,1k-5k Employees,Fortune India 500,16 years old,Gurgaon +136 more
Parle Agro,4.2,Beverage,1k-5k Employees,39 years old,Mumbai +170 more,
Kalpataru Power Transmission,4.1,Engineering & Construction,1k-5k Employees,Public,42 years old,Mumbai +196 more
BHEL,4.2,Electrical Equipment,10k-50k Employees,Fortune India 500,59 years old,Bangalore/Bengaluru +94 more
DS Group,4.0,FMCG,1k-5k Employees,Conglomerate,94 years old,Noida +166 more
Mahindra Holidays & Resorts,3.6,Hospitality,5k-10k Employees,27 years old,Mumbai +91 more,
V-Mart,4.2,Retail,5k-10k Employees,Public,21 years old,Gurgaon/Gurugram +221 more
PVR Cinemas,4.1,Media & Entertainment,1k-5k Employees,Public,26 years old,Gurgaon +94 more
Raymond,4.0,Fashion & Textile,5k-10k Employees,Public,98 years old,New York +114 more
Movate,3.5,IT Services & Consulting,1k-5k Employees,27 years old,Plano +24 more,
HCL Infosystems,3.9,IT Services & Consulting,51-200 Employees,Public,47 years old,Noida +106 more
Indian Railways,4.2,Railways,1 Lakh+ Employees,Central,170 years old,Delhi/NCR +197 more
Kalyan Jewellers,4.8,Metals & Mining,5k-10k Employees,Fortune India 500,30 years old,Bengaluru/Bangalore +124 more
SRF,4.2,Chemicals,5k-10k Employees,Public,53 years old,Gurgaon/Gurugram +42 more
Reliance Trends,4.3,Retail,1 Lakh+ Employees,Conglomerate,17 years old,Navi Mumbai +305 more
Info Edge,4.1,Internet,1k-5k Employees,Public,28 years old,Noida +54 more
Ambuja Cements,3.9,Building Material,5k-10k Employees,Public,40 years old,Mumbai +179 more
Poonawalla Fincorp,3.9,NBFC,1k-5k Employees,Public,35 years old,Mumbai +244 more
Cybage,4.0,IT Services & Consulting,5k-10k Employees,28 years old,Pune +8 more,
ICICI Securities,3.7,Financial Services,5k-10k Employees,Public,28 years old,Mumbai +117 more
Kansai Nerolac Paints,3.9,Chemicals,1k-5k Employees,Public,103 years old,Mumbai +148 more
Kyndryl,4.0,IT Services & Consulting,10k-50k Employees,2 years old,New York +19 more,
Whirlpool,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,112 years old,Michigan +129 more
Shell,4.3,Oil & Gas,10k-50k Employees,Public,19 years old,London +76 more
Myntra,4.1,Internet,1k-5k Employees,16 years old,Bangalore +92 more,
ZS,3.6,Management Consulting,5k-10k Employees,40 years old,Evanston +7 more,
Force Motors,3.4,Automobile,1k-5k Employees,Public,65 years old,Pune +79 more
Shriram City,4.1,Financial Services,50k-1 Lakh Employees,Public,37 years old,Chennai +407 more
BT Group,4.1,Telecom,10k-50k Employees,Forbes Global 2000,177 years old,London +15 more
JCB,4.0,Industrial Machinery,1k-5k Employees,78 years old,Rocester +80 more,
3i Infotech,3.5,IT Services & Consulting,1k-5k Employees,Public,30 years old,Mumbai +97 more
Cadila Pharmaceuticals,3.3,Pharma,5k-10k Employees,Public,72 years old,Ahmedabad +105 more
Shahi Exports,4.0,Retail,1 Lakh+ Employees,49 years old,Faridabad +54 more,
Blinkit,3.8,Internet,1k-5k Employees,Indian Unicorn,10 years old,Gurgaon +56 more
Sterling & Wilson,4.1,Engineering & Construction,501-1k Employees,96 years old,Mumbai +78 more,
Fujitsu,3.9,IT Services & Consulting,5k-10k Employees,Forbes Global 2000,88 years old,Bangalore/Bengaluru +22 more
Bharti AXA Life Insurance,3.9,Insurance,5k-10k Employees,17 years old,Mumbai +214 more,
ITC Hotels,4.1,Hospitality,5k-10k Employees,Public,48 years old,Kolkata +69 more
Endurance Technologies,3.8,Auto Components,1k-5k Employees,Public,38 years old,Aurangabad +37 more
Sobha,4.0,Real Estate,1k-5k Employees,Public,28 years old,Bangalore/Bengaluru +34 more
Delphi TVS,4.0,Auto Components,1k-5k Employees,34 years old,Kanchipuram +27 more,
Lodha group,4.1,Real Estate,1k-5k Employees,Fortune India 500,43 years old,Mumbai +19 more
Syngene International,3.9,Pharma,1k-5k Employees,Public,30 years old,Bangalore/Bengaluru +13 more
Brakes India,4.0,Auto Components,501-1k Employees,Fortune India 500,61 years old,Chennai +68 more
Tata Elxsi,4.0,IT Services & Consulting,10k-50k Employees,Public,34 years old,Bangalore/Bengaluru +19 more
Kent RO Systems,4.1,Consumer Electronics & Appliances,1k-5k Employees,24 years old,Noida +129 more,
Bharat Petroleum,4.1,Oil & Gas,5k-10k Employees,Fortune India 500,71 years old,Mumbai +198 more
Future Generali India Life Insurance,3.8,Insurance,1k-5k Employees,16 years old,Mumbai +159 more,
Aavas Financiers,4.0,Financial Services,5k-10k Employees,Public,12 years old,Jaipur +217 more
Taurus BPO Services,4.7,BPO,1k-5k Employees,8 years old,Pune +12 more,
JK Tyres,3.8,Auto Components,1k-5k Employees,Fortune India 500,72 years old,New Delhi +121 more
Bureau Veritas,3.9,Other,1k-5k Employees,Forbes Global 2000,195 years old,Paris La Défense +91 more
Motilal Oswal Financial Services,3.6,Financial Services,5k-10k Employees,Public,36 years old,Mumbai +116 more
Coromandel International,4.1,Agriculture,5k-10k Employees,Public,62 years old,Hyderabad/Secunderabad +136 more
Tata Motors Finance,4.1,NBFC,1k-5k Employees,Conglomerate,66 years old,Mumbai +208 more
Mahindra Rural Housing Finance,4.1,Financial Services,5k-10k Employees,Public,16 years old,Mumbai +357 more
café Coffee day,4.0,Beverage,10k-50k Employees,27 years old,Bengaluru +85 more,
suzuki motor gujarat,4.3,Fortune India 500,Becharaji +64 more,,,
MSN Laboratories,3.8,Pharma,10k-50k Employees,20 years old,Hyderabad/Secunderabad +60 more,
Care Health Insurance,3.8,Internet,5k-10k Employees,Public,11 years old,Gurgaon +181 more
Gabriel India,4.2,Auto Components,1k-5k Employees,Public,62 years old,Pune +37 more
Jindal Stainless,4.2,Iron & Steel,1k-5k Employees,Public,53 years old,Delhi/NCR +43 more
Sopra Steria,4.0,IT Services & Consulting,5k-10k Employees,Conglomerate,55 years old,Paris +12 more
NoBroker,3.3,Internet,1k-5k Employees,Indian Unicorn,9 years old,Bangalore +28 more
Citicorp,3.8,Financial Services,1k-5k Employees,26 years old,Mumbai +23 more,
Adani Wilmar,4.2,FMCG,1k-5k Employees,Public,24 years old,Ahmedabad +134 more
Thomson Reuters,4.1,Software Product,1k-5k Employees,Forbes Global 2000,15 years old,Toronto +23 more
Cisco,4.4,IT Services & Consulting,10k-50k Employees,Public,39 years old,San Jose +32 more
Indian Navy,4.6,Defence & Aerospace,50k-1 Lakh Employees,Central,73 years old,Delhi/NCR +55 more
Canara HSBC Life Insurance,3.8,Insurance,5k-10k Employees,15 years old,Gurgaon/Gurugram +225 more,
RMSI,3.8,IT Services & Consulting,1k-5k Employees,31 years old,Noida +12 more,
Unacademy,3.4,EdTech,1k-5k Employees,Indian Unicorn,8 years old,Bangalore +46 more
GVK Emergency Management and Research Institute,3.7,Non-Profit,10k-50k Employees,18 years old,Hyderabad/Secunderabad +126 more,
CAMS,3.6,IT Services & Consulting,5k-10k Employees,35 years old,Chennai +89 more,
UpGrad,4.1,EdTech,1k-5k Employees,Indian Unicorn,8 years old,San Francisco +33 more
Ninjacart,3.9,Logistics,1k-5k Employees,Startup,8 years old,Bangalore +84 more
ABC,3.9,Broadcasting,1k-5k Employees (Global),Public,80 years old,New York +99 more
Fincare Small Finance Bank,4.0,NBFC,5k-10k Employees,16 years old,Bangalore +304 more,
Power Mech Projects,3.8,Engineering & Construction,1k-5k Employees,Public,16 years old,Hyderabad/Secunderabad +105 more
Lucas-TVS,4.0,Auto Components,5k-10k Employees,62 years old,Chennai +50 more,
Big Bazaar,4.2,Retail,10k-50k Employees,Conglomerate,22 years old,Mumbai +154 more
SAP,4.3,IT Services & Consulting,5k-10k Employees,Forbes Global 2000,51 years old,Walldorf +39 more
Honda,4.1,Automobile,10k-50k Employees,Forbes Global 2000,38 years old,Greater Noida +183 more
Parle Products,3.9,Food Processing,1k-5k Employees,94 years old,Mumbai +168 more,
TVS Sundram Fasteners,3.7,Auto Components,1k-5k Employees,Public,61 years old,Chennai +37 more
Foundever,3.8,BPO,5k-10k Employees,Conglomerate,38 years old,Miami +11 more
ValueLabs,3.8,IT Services & Consulting,5k-10k Employees,26 years old,Hyderabad/Secunderabad +12 more,
Bank of Baroda,3.6,Banking,50k-1 Lakh Employees,Fortune India 500,115 years old,Vadodara/Baroda +217 more
VVDN Technologies,3.6,IT Services & Consulting,1k-5k Employees,16 years old,Gurgaon +25 more,
Renault Nissan Technology & Business Centre India,3.8,Auto Components,5k-10k Employees,16 years old,Chennai +12 more,
Tata Capital Financial Services,4.2,NBFC,5k-10k Employees,Public,16 years old,Mumbai +142 more
Uflex,3.7,Packaging,5k-10k Employees,Public,38 years old,Noida +41 more
Star Health & Allied Insurance,3.8,Insurance,10k-50k Employees,Fortune India 500,17 years old,Chennai +225 more
PhonePe,4.1,FinTech,5k-10k Employees,Indian Unicorn,8 years old,Bangalore +177 more
AECOM,4.2,Engineering & Construction,1k-5k Employees,33 years old,Dallas +101 more,
IDBI Bank,3.8,Banking,10k-50k Employees,Public,59 years old,Mumbai +261 more
Laurus Labs,4.2,Pharma,5k-10k Employees,Public,18 years old,Hyderabad/Secunderabad +13 more
BA Continuum,4.3,NBFC,10k-50k Employees,20 years old,Gurgaon/Gurugram +14 more,
Wockhardt,3.8,Pharma,5k-10k Employees,Public,24 years old,Mumbai +71 more
Citibank,4.0,Banking,1-10 Employees,Fortune India 500,211 years old,New York +46 more
AXA Business Services,3.8,IT Services & Consulting,51-200 Employees,77 years old,Paris +8 more,
Google,4.4,Internet,10k-50k Employees,25 years old,Mountain View +77 more,
Vedantu,3.3,EdTech,1k-5k Employees,Indian Unicorn,12 years old,Bangalore +50 more
DBS Bank,3.9,Banking,5k-10k Employees,8 years old,Hyderabad/Secunderabad +128 more,
PHN Technology,4.6,Pune +29 more,,,,
Hindustan Aeronautics,4.3,Defence & Aerospace,10k-50k Employees,Fortune India 500,83 years old,Bangalore/Bengaluru +43 more
Xoriant,4.0,IT Services & Consulting,1k-5k Employees,33 years old,Sunnyvale +19 more,
Kotak Securities,3.7,Financial Services,5k-10k Employees,Conglomerate,29 years old,Mumbai +113 more
MetLife,4.3,Insurance,5k-10k Employees,Forbes Global 2000,15 years old,New York +30 more
Dr Lal PathLabs,4.1,Healthcare,1k-5k Employees,Public,74 years old,Gurgaon/Gurugram +131 more
Vardhman Fabrics,4.1,Fashion & Textile,10k-50k Employees,Fortune India 500,58 years old,Ludhiana +52 more
Novartis,4.0,Pharma,1k-5k Employees,27 years old,Switzerland +58 more,
CMA CGM,4.1,Ports & Shipping,501-1k Employees,45 years old,Marseille +29 more,
Philips,3.9,Consumer Electronics & Appliances,5k-10k Employees,Forbes Global 2000,93 years old,Amsterdam +80 more
XL Dynamics,3.4,Accounting & Auditing,1k-5k Employees,21 years old,Navi Mumbai +27 more,
Adani Power,3.9,Power,1k-5k Employees,Public,17 years old,Ahmedabad +70 more
Hero FinCorp,4.2,NBFC,5k-10k Employees,32 years old,Delhi +278 more,
Quest Global,3.6,IT Services & Consulting,10k-50k Employees,26 years old,Singapore +25 more,
Straive,3.6,EdTech,1k-5k Employees,43 years old,Singapore +16 more,
Akums Drugs & Pharmaceuticals,4.0,Pharma,10k-50k Employees,19 years old,Delhi/NCR +27 more,
Bhushan Power & Steel,4.0,Iron & Steel,5k-10k Employees,53 years old,Delhi/NCR +49 more,
Harman Connected Services,3.8,IT Services & Consulting,10k-50k Employees,22 years old,Mountain View +12 more,
Tata Play,4.1,Broadcasting,5k-10k Employees,Public,17 years old,Mumbai +179 more
Sify Technologies,4.0,Telecom,1k-5k Employees,28 years old,Chennai +92 more,
IntouchCX,3.0,BPO,5k-10k Employees,22 years old,Winnipeg +13 more,
Meesho,3.7,Internet,5k-10k Employees,Indian Unicorn,8 years old,Bengaluru/Bangalore +79 more
Aragen Life Sciences,4.1,Pharma,1k-5k Employees,23 years old,Hyderabad/Secunderabad +14 more,
Reliance General Insurance,3.8,Insurance,5k-10k Employees,23 years old,Mumbai +161 more,
Honeywell Automation,3.8,Consumer Electronics & Appliances,10k-50k Employees,Public,117 years old,Morris Plains +55 more
Intellect Design Arena,4.0,FinTech,1k-5k Employees,Public,9 years old,Chennai +25 more
Crisil,3.8,Financial Services,1k-5k Employees,Public,36 years old,Mumbai +49 more
TCE,3.7,Engineering & Construction,5k-10k Employees,61 years old,Mumbai +86 more,
Narayana Health,4.1,Healthcare,10k-50k Employees,Fortune India 500,23 years old,Bangalore/Bengaluru +51 more
SGS,4.0,1k-5k Employees,Forbes Global 2000,145 years old,Geneva +95 more,
BT Global Services,4.1,IT Services & Consulting,1k-5k Employees,23 years old,London +8 more,
KPMG Global Services,3.8,Bengaluru/Bangalore +20 more,,,,
Microsoft Corporation,4.2,Software Product,5k-10k Employees,Forbes Global 2000,48 years old,Sunnyvale +44 more
Allsec Technologies,3.9,BPO,5k-10k Employees,Public,23 years old,Bengaluru/Bangalore +20 more
HERE Technologies,3.8,IT Services & Consulting,1k-5k Employees,38 years old,Eindhoven +13 more,
Frankfinn Institute of Air Hostess Training,4.0,Education & Training,1k-5k Employees,30 years old,Gurgaon/Gurugram +54 more,
Yamaha Motor,4.0,Automobile,1k-5k Employees,Fortune India 500,16 years old,Iwata +122 more
Safexpress,4.1,Logistics,1k-5k Employees,Conglomerate,26 years old,Delhi/NCR +131 more
YASH Technologies,3.8,IT Services & Consulting,5k-10k Employees,27 years old,East Moline +14 more,
Amazon Transportation Services,4.1,Logistics,1k-5k Employees,11 years old,Seattle +125 more,
